POS,0.42,-0.59,0.13,82
POS,0.43,-0.57,0.18,81
POS,0.43,-0.56,0.20,81
POS,0.42,-0.57,0.17,81
POS,0.42,-0.58,0.18,83
POS,0.40,-0.59,0.13,81
POS,0.38,-0.59,0.15,83
POS,0.35,-0.59,0.16,83
POS,0.35,-0.59,0.16,81
POS,0.35,-0.60,0.13,82
POS,0.33,-0.61,0.14,84
POS,0.35,-0.60,0.17,82
POS,0.34,-0.59,0.21,84
POS,0.35,-0.60,0.18,82
POS,0.35,-0.61,0.14,83
POS,0.37,-0.61,0.13,82
POS,0.37,-0.62,0.13,84
POS,0.39,-0.61,0.12,81
POS,0.38,-0.62,0.13,83
POS,0.39,-0.61,0.16,82
POS,0.41,-0.60,0.18,83
POS,0.38,-0.60,0.15,81
POS,0.38,-0.61,0.15,84
POS,0.36,-0.60,0.19,83
POS,0.38,-0.61,0.15,82
POS,0.38,-0.62,0.15,83
POS,0.38,-0.61,0.18,83
POS,0.38,-0.61,0.16,83
POS,0.38,-0.62,0.18,84
POS,0.35,-0.62,0.15,84
POS,0.34,-0.60,0.19,82
POS,0.35,-0.62,0.15,83
POS,0.35,-0.61,0.18,83
POS,0.37,-0.59,0.24,84
POS,0.33,-0.59,0.25,86
POS,0.34,-0.60,0.23,83
POS,0.33,-0.61,0.22,85
POS,0.34,-0.62,0.19,83
POS,0.33,-0.62,0.19,83
POS,0.36,-0.62,0.15,81
POS,0.32,-0.61,0.16,84
POS,0.31,-0.62,0.16,83
POS,0.32,-0.62,0.14,82
POS,0.34,-0.61,0.17,82
POS,0.36,-0.60,0.19,83
POS,0.34,-0.62,0.17,85
POS,0.38,-0.60,0.19,82
POS,0.41,-0.61,0.14,83
POS,0.40,-0.57,0.22,83
POS,0.41,-0.59,0.18,82
POS,0.41,-0.59,0.18,81
POS,0.41,-0.57,0.21,80
POS,0.42,-0.59,0.17,83
POS,0.42,-0.59,0.19,83
POS,0.40,-0.59,0.13,80
POS,0.39,-0.59,0.13,82
POS,0.39,-0.60,0.09,81
POS,0.37,-0.60,0.07,82
POS,0.38,-0.60,0.07,81
POS,0.38,-0.60,0.14,84
POS,0.39,-0.58,0.15,79
POS,0.41,-0.59,0.14,83
POS,0.41,-0.58,0.17,82
POS,0.41,-0.59,0.14,81
POS,0.40,-0.59,0.13,81
POS,0.39,-0.60,0.13,83
POS,0.37,-0.60,0.14,82
POS,0.38,-0.58,0.16,79
POS,0.39,-0.58,0.21,85
POS,0.41,-0.59,0.18,82
POS,0.48,-0.58,0.16,85
POS,0.45,-0.58,0.11,79
POS,0.43,-0.57,0.16,82
POS,0.44,-0.58,0.13,82
POS,0.43,-0.59,0.12,81
POS,0.42,-0.59,0.12,81
POS,0.42,-0.59,0.08,80
POS,0.42,-0.58,0.13,80
POS,0.40,-0.60,0.13,84
POS,0.42,-0.58,0.16,81
POS,0.40,-0.59,0.13,80
POS,0.39,-0.59,0.09,81
POS,0.42,-0.61,0.08,84
POS,0.39,-0.61,0.06,82
POS,0.37,-0.61,0.07,83
POS,0.34,-0.61,0.07,82
POS,0.33,-0.61,0.11,84
POS,0.34,-0.59,0.16,81
POS,0.35,-0.61,0.14,84
POS,0.36,-0.59,0.20,83
POS,0.36,-0.60,0.14,82
POS,0.36,-0.61,0.13,83
POS,0.35,-0.61,0.15,83
POS,0.34,-0.62,0.17,85
POS,0.34,-0.60,0.17,80
POS,0.34,-0.61,0.13,82
POS,0.37,-0.60,0.15,81
POS,0.38,-0.60,0.17,83
POS,0.34,-0.60,0.18,84
POS,0.35,-0.62,0.14,84
POS,0.31,-0.62,0.12,84
POS,0.35,-0.62,0.09,81
POS,0.37,-0.62,0.05,82
POS,0.38,-0.59,0.12,82
POS,0.41,-0.60,0.12,83
POS,0.41,-0.62,0.13,84
POS,0.39,-0.60,0.16,80
POS,0.40,-0.29,0.11,82
POS,0.41,-0.34,0.20,85
POS,0.43,-0.40,0.21,83
POS,0.41,-0.45,0.19,80
POS,0.46,-0.48,0.14,84
POS,0.42,-0.51,0.10,81
POS,0.42,-0.51,0.16,81

POS,0.42,-0.54,0.15,83
POS,0.42,-0.56,0.14,82
POS,0.45,-0.58,0.13,84
POS,0.44,-0.57,0.16,81
POS,0.45,-0.58,0.18,84
POS,0.45,-0.60,0.14,83
POS,0.46,-0.61,0.14,85
POS,0.44,-0.61,0.15,81
POS,0.45,-0.60,0.16,81
POS,0.50,-0.60,0.10,85
POS,0.46,-0.59,0.13,81
POS,0.47,-0.58,0.06,83
POS,0.47,-0.59,0.08,82
POS,0.46,-0.59,0.05,95
POS,0.42,-0.59,0.02,81
POS,0.40,-0.60,0.02,81
POS,0.38,-0.61,0.03,83
POS,0.38,-0.61,0.05,80
POS,0.38,-0.58,0.13,83
POS,0.39,-0.60,0.13,83
POS,0.39,-0.58,0.17,81
POS,0.36,-0.60,0.15,83
POS,0.42,-0.59,0.16,84
POS,0.41,-0.60,0.17,83
POS,0.42,-0.61,0.12,82
POS,0.42,-0.60,0.13,81
POS,0.42,-0.61,0.13,82
POS,0.42,-0.59,0.17,81
POS,0.41,-0.59,0.15,81
POS,0.42,-0.60,0.13,82
POS,0.41,-0.58,0.16,80
POS,0.44,-0.59,0.09,84
POS,0.46,-0.58,0.11,81
POS,0.46,-0.59,0.10,83
POS,0.43,-0.60,0.07,81
POS,0.53,-0.59,0.09,90
POS,0.53,-0.59,0.12,83
POS,0.51,-0.59,0.16,84
POS,0.48,-0.59,0.19,83
POS,0.46,-0.60,0.15,83
POS,0.44,-0.60,0.10,80
POS,0.46,-0.58,0.16,83
POS,0.48,-0.59,0.16,84
POS,0.49,-0.58,0.19,82
POS,0.47,-0.59,0.18,81
POS,0.43,-0.60,0.14,82
POS,0.43,-0.58,0.18,81
POS,0.42,-0.58,0.13,80
POS,0.42,-0.58,0.11,81
POS,0.41,-0.57,0.16,80
POS,0.40,-0.57,0.18,81
POS,0.39,-0.57,0.20,83
POS,0.36,-0.60,0.16,85
POS,0.35,-0.62,0.14,84
POS,0.36,-0.60,0.18,83
POS,0.38,-0.61,0.14,81
POS,0.38,-0.58,0.21,82
POS,0.39,-0.58,0.20,82
POS,0.40,-0.59,0.17,81
POS,0.37,-0.60,0.19,84
POS,0.37,-0.61,0.17,84
POS,0.34,-0.61,0.18,83
POS,0.36,-0.61,0.16,82
POS,0.36,-0.62,0.13,83
POS,0.36,-0.60,0.17,82
POS,0.36,-0.59,0.19,81
POS,0.35,-0.59,0.19,83
POS,0.35,-0.61,0.18,84
POS,0.35,-0.62,0.19,84
POS,0.36,-0.62,0.14,82
POS,0.39,-0.62,0.14,82
POS,0.42,-0.62,0.11,82
POS,0.42,-0.61,0.10,81
POS,0.43,-0.61,0.07,80
POS,0.45,-0.59,0.13,83
POS,0.45,-0.60,0.08,81
POS,0.43,-0.60,0.09,81
POS,0.44,-0.60,0.09,81
POS,0.43,-0.60,0.12,82
POS,0.43,-0.60,0.08,82
POS,0.41,-0.61,0.05,81
POS,0.43,-0.60,0.05,81
POS,0.42,-0.60,0.10,82
POS,0.45,-0.58,0.12,81
POS,0.44,-0.59,0.11,81
POS,0.44,-0.59,0.06,81
POS,0.43,-0.60,0.10,82
POS,0.46,-0.59,0.13,83
POS,0.45,-0.60,0.11,83
POS,0.44,-0.59,0.14,80
POS,0.42,-0.58,0.07,81
POS,0.43,-0.56,0.14,81
POS,0.42,-0.56,0.11,78
POS,0.42,-0.58,0.10,82
POS,0.43,-0.58,0.11,82
POS,0.44,-0.58,0.12,81
POS,0.44,-0.58,0.16,83
POS,0.47,-0.58,0.17,82
POS,0.48,-0.57,0.19,82
POS,0.48,-0.57,0.19,82
POS,0.43,-0.58,0.19,83
POS,0.38,-0.57,0.11,83
POS,0.38,-0.59,0.08,83
POS,0.39,-0.59,0.10,82
POS,0.40,-0.59,0.13,81
POS,0.40,-0.60,0.12,82
POS,0.36,-0.60,0.11,83
POS,0.40,-0.60,0.07,82
POS,0.39,-0.61,0.08,82
POS,0.37,-0.60,0.14,83
POS,0.37,-0.58,0.18,81
POS,0.36,-0.60,0.16,83
POS,0.37,-0.60,0.16,83
POS,0.38,-0.60,0.20,83
POS,0.39,-0.61,0.20,84
POS,0.37,-0.59,0.23,82
POS,0.36,-0.59,0.22,82
POS,0.39,-0.59,0.21,81
POS,0.39,-0.56,0.25,81
POS,0.36,-0.56,0.22,81
POS,0.36,-0.58,0.17,82
POS,0.35,-0.59,0.16,83
POS,0.34,-0.59,0.15,80
POS,0.36,-0.60,0.12,82
POS,0.39,-0.59,0.17,84
POS,0.38,-0.60,0.16,83
POS,0.39,-0.60,0.13,81
POS,0.38,-0.59,0.16,81
POS,0.35,-0.60,0.15,83
POS,0.38,-0.59,0.19,84
POS,0.38,-0.60,0.19,83
POS,0.37,-0.60,0.16,82
POS,0.37,-0.59,0.16,79
POS,0.36,-0.59,0.16,82
POS,0.39,-0.60,0.15,83
POS,0.35,-0.59,0.19,84
POS,0.35,-0.60,0.17,82
POS,0.34,-0.61,0.17,83
POS,0.37,-0.60,0.21,85
POS,0.35,-0.61,0.16,83
POS,0.36,-0.61,0.14,81
POS,0.37,-0.60,0.16,80
POS,0.36,-0.60,0.18,83
POS,0.37,-0.60,0.19,82
POS,0.33,-0.60,0.18,84
POS,0.36,-0.60,0.12,82
POS,0.36,-0.59,0.19,84
POS,0.33,-0.60,0.15,85
POS,0.32,-0.61,0.13,83
POS,0.31,-0.61,0.16,85
POS,0.32,-0.59,0.20,82
POS,0.34,-0.57,0.24,83
POS,0.35,-0.59,0.21,84
POS,0.35,-0.60,0.20,83
POS,0.37,-0.60,0.21,82
POS,0.36,-0.61,0.19,83
POS,0.34,-0.59,0.23,84
POS,0.33,-0.60,0.18,82
POS,0.34,-0.62,0.14,84
POS,0.35,-0.60,0.18,81
POS,0.35,-0.59,0.21,83
POS,0.37,-0.59,0.21,82
POS,0.35,-0.61,0.19,84
POS,0.33,-0.61,0.19,84
POS,0.36,-0.62,0.20,84
POS,0.33,-0.61,0.15,82
POS,0.33,-0.61,0.15,82
POS,0.35,-0.60,0.18,82
POS,0.38,-0.61,0.13,83
POS,0.40,-0.60,0.15,81
POS,0.39,-0.59,0.18,82
POS,0.40,-0.59,0.18,82
POS,0.43,-0.59,0.16,82
POS,0.47,-0.60,0.15,84
POS,0.51,-0.60,0.15,85
POS,0.49,-0.60,0.13,82
POS,0.51,-0.59,0.17,82
POS,0.49,-0.59,0.17,81
POS,0.49,-0.59,0.16,82
POS,0.45,-0.59,0.12,81
POS,0.45,-0.59,0.11,81
POS,0.40,-0.58,0.13,81
POS,0.42,-0.56,0.17,80
POS,0.48,-0.57,0.17,86
POS,0.48,-0.58,0.15,83
POS,0.45,-0.59,0.15,81
POS,0.47,-0.59,0.11,82
POS,0.45,-0.60,0.12,82
POS,0.41,-0.59,0.15,81
POS,0.40,-0.59,0.18,83
POS,0.44,-0.58,0.18,82
POS,0.47,-0.59,0.18,84
POS,0.45,-0.59,0.21,82
POS,0.46,-0.60,0.16,83
POS,0.41,-0.59,0.14,81
POS,0.40,-0.59,0.16,82
POS,0.36,-0.57,0.20,83
POS,0.34,-0.58,0.19,82
POS,0.32,-0.59,0.18,84
POS,0.34,-0.60,0.15,82
POS,0.35,-0.61,0.11,81
POS,0.39,-0.61,0.10,83
POS,0.38,-0.61,0.09,81
POS,0.38,-0.62,0.09,83
POS,0.42,-0.61,0.08,83
POS,0.42,-0.61,0.05,80
POS,0.43,-0.61,0.02,82
POS,0.40,-0.61,0.04,97
POS,0.43,-0.61,0.08,83
POS,0.40,-0.60,0.06,80
POS,0.41,-0.59,0.13,84
POS,0.40,-0.60,0.12,82
POS,0.43,-0.60,0.10,83
POS,0.43,-0.57,0.17,82
POS,0.39,-0.57,0.19,82
POS,0.38,-0.59,0.15,83
POS,0.37,-0.60,0.13,83
POS,0.42,-0.59,0.14,81
POS,0.41,-0.59,0.11,82
POS,0.41,-0.61,0.11,83
POS,0.42,-0.59,0.15,81
POS,0.42,-0.59,0.10,80
POS,0.44,-0.57,0.15,81
POS,0.46,-0.59,0.14,84
POS,0.44,-0.59,0.15,82
POS,0.45,-0.60,0.12,83
POS,0.44,-0.58,0.17,81
POS,0.45,-0.59,0.18,83
POS,0.46,-0.60,0.18,84
POS,0.45,-0.61,0.15,81
POS,0.47,-0.58,0.21,83
POS,0.42,-0.59,0.17,81
POS,0.40,-0.59,0.13,82
POS,0.40,-0.58,0.17,82
POS,0.39,-0.60,0.14,83
POS,0.36,-0.59,0.16,81
POS,0.37,-0.59,0.16,82
POS,0.39,-0.60,0.19,84
POS,0.38,-0.61,0.19,83
POS,0.38,-0.61,0.13,82
POS,0.38,-0.61,0.14,83
POS,0.40,-0.62,0.13,82
POS,0.41,-0.62,0.10,82
POS,0.39,-0.61,0.06,80
POS,0.49,-0.60,0.11,90
POS,0.45,-0.58,0.15,80

POS,0.43,-0.59,0.17,84
POS,0.44,-0.58,0.19,81
POS,0.44,-0.58,0.12,81
POS,0.44,-0.59,0.11,81
POS,0.42,-0.60,0.06,82
POS,0.41,-0.59,0.09,81
POS,0.42,-0.58,0.15,82
POS,0.43,-0.58,0.17,82
POS,0.43,-0.59,0.14,80
POS,0.42,-0.60,0.13,83
POS,0.38,-0.60,0.10,82
POS,0.40,-0.61,0.07,82
POS,0.43,-0.60,0.08,81
POS,0.52,-0.59,0.11,90
POS,0.50,-0.60,0.11,82
POS,0.51,-0.60,0.13,83
POS,0.51,-0.59,0.14,80
POS,0.47,-0.60,0.10,82
POS,0.44,-0.61,0.10,84
POS,0.42,-0.60,0.12,81
POS,0.39,-0.61,0.10,82
POS,0.40,-0.61,0.12,84
POS,0.39,-0.62,0.10,82
POS,0.37,-0.61,0.12,82
POS,0.40,-0.60,0.13,82
POS,0.43,-0.62,0.10,84
POS,0.36,-0.60,0.11,84
POS,0.36,-0.61,0.08,81
POS,0.37,-0.60,0.12,83
POS,0.38,-0.61,0.12,83
POS,0.38,-0.60,0.12,79
POS,0.39,-0.60,0.17,84
POS,0.38,-0.59,0.21,83
POS,0.38,-0.59,0.18,81
POS,0.37,-0.60,0.18,82
POS,0.36,-0.59,0.21,82
POS,0.38,-0.59,0.16,81
POS,0.42,-0.59,0.18,83
POS,0.41,-0.59,0.16,81
POS,0.41,-0.58,0.19,81
POS,0.40,-0.59,0.11,82
POS,0.38,-0.61,0.09,84
POS,0.40,-0.60,0.14,83
POS,0.39,-0.59,0.16,80
POS,0.40,-0.60,0.16,83
POS,0.40,-0.60,0.19,84
POS,0.42,-0.60,0.14,81
POS,0.43,-0.59,0.18,83
POS,0.43,-0.61,0.13,83
POS,0.46,-0.60,0.16,83
POS,0.47,-0.59,0.18,81
POS,0.47,-0.59,0.17,82
POS,0.44,-0.59,0.11,79
POS,0.44,-0.59,0.14,82
POS,0.43,-0.60,0.13,83

POS,0.43,-0.59,0.15,81
POS,0.44,-0.60,0.12,82
POS,0.43,-0.61,0.10,82
POS,0.40,-0.60,0.14,82
POS,0.41,-0.59,0.12,80
POS,0.41,-0.58,0.15,79
POS,0.44,-0.59,0.16,84
POS,0.44,-0.58,0.11,79
POS,0.41,-0.59,0.10,81
POS,0.41,-0.59,0.10,80
POS,0.44,-0.58,0.15,83
POS,0.47,-0.58,0.10,82
POS,0.45,-0.57,0.16,81
POS,0.45,-0.58,0.15,82
POS,0.45,-0.59,0.14,82
POS,0.45,-0.59,0.15,81
POS,0.45,-0.59,0.11,81
POS,0.45,-0.59,0.13,81
POS,0.43,-0.59,0.09,79
POS,0.41,-0.59,0.11,82
POS,0.43,-0.57,0.17,81
POS,0.42,-0.57,0.09,82
POS,0.51,-0.58,0.14,90
POS,0.48,-0.57,0.19,83
POS,0.47,-0.57,0.17,80
POS,0.48,-0.59,0.13,83
POS,0.47,-0.59,0.10,82
POS,0.48,-0.60,0.07,82
POS,0.48,-0.58,0.13,81
POS,0.48,-0.59,0.14,83
POS,0.47,-0.59,0.10,80
POS,0.47,-0.60,0.09,82
POS,0.47,-0.60,0.12,83
POS,0.47,-0.59,0.07,81
POS,0.47,-0.60,0.06,82
POS,0.44,-0.61,0.03,82
POS,0.44,-0.59,0.09,82
POS,0.44,-0.59,0.10,80
POS,0.45,-0.59,0.05,82
POS,0.46,-0.58,0.09,82
POS,0.45,-0.58,0.11,80
POS,0.43,-0.57,0.13,78
POS,0.44,-0.57,0.16,83
POS,0.43,-0.58,0.17,82
POS,0.44,-0.58,0.17,82
POS,0.40,-0.58,0.18,82
POS,0.39,-0.59,0.16,82

POS,0.41,-0.60,0.12,83
POS,0.42,-0.60,0.10,81
POS,0.43,-0.60,0.07,82
POS,0.43,-0.60,0.11,82
POS,0.41,-0.59,0.14,81
POS,0.39,-0.59,0.07,82
POS,0.40,-0.59,0.09,80
POS,0.32,-0.58,0.14,89
POS,0.35,-0.59,0.17,84
POS,0.38,-0.61,0.16,84
POS,0.36,-0.62,0.15,84
POS,0.36,-0.61,0.18,82
POS,0.37,-0.61,0.19,83
POS,0.35,-0.61,0.17,82
POS,0.36,-0.61,0.14,82
POS,0.36,-0.61,0.14,83
POS,0.39,-0.61,0.11,81
POS,0.41,-0.59,0.15,81
POS,0.44,-0.59,0.17,83
POS,0.44,-0.59,0.18,82
POS,0.48,-0.57,0.25,86
POS,0.46,-0.58,0.21,82
POS,0.47,-0.60,0.17,83
POS,0.43,-0.59,0.18,81
POS,0.47,-0.59,0.16,83
POS,0.46,-0.61,0.12,83
POS,0.46,-0.62,0.11,84
POS,0.48,-0.60,0.17,83
POS,0.47,-0.60,0.14,82
POS,0.47,-0.61,0.14,83
POS,0.45,-0.60,0.17,82
POS,0.46,-0.61,0.16,82
POS,0.47,-0.60,0.16,82
POS,0.46,-0.60,0.15,81
POS,0.43,-0.60,0.15,81
POS,0.43,-0.60,0.12,82
POS,0.41,-0.59,0.16,82
POS,0.37,-0.59,0.11,82
POS,0.35,-0.58,0.16,82
POS,0.34,-0.60,0.13,84
POS,0.35,-0.60,0.12,82
POS,0.34,-0.60,0.14,82
POS,0.37,-0.60,0.17,83
POS,0.36,-0.61,0.15,83
POS,0.35,-0.62,0.16,84
POS,0.33,-0.62,0.16,84
POS,0.35,-0.62,0.12,82
POS,0.38,-0.59,0.17,81
POS,0.34,-0.60,0.18,84
POS,0.33,-0.60,0.14,83
POS,0.36,-0.59,0.19,83
POS,0.36,-0.59,0.19,81
POS,0.36,-0.60,0.11,83
POS,0.36,-0.61,0.10,84
POS,0.38,-0.61,0.08,81
POS,0.37,-0.61,0.12,83
POS,0.37,-0.61,0.07,81
POS,0.36,-0.60,0.13,83
POS,0.35,-0.60,0.17,84
POS,0.37,-0.59,0.19,81
POS,0.40,-0.60,0.15,82
POS,0.43,-0.60,0.08,84
POS,0.41,-0.59,0.14,82
POS,0.38,-0.59,0.10,81
POS,0.36,-0.58,0.16,84
POS,0.36,-0.58,0.19,82
POS,0.34,-0.58,0.21,83
POS,0.34,-0.59,0.19,82
POS,0.36,-0.61,0.16,84
POS,0.33,-0.62,0.15,84
POS,0.34,-0.59,0.20,82
POS,0.37,-0.60,0.17,83
POS,0.34,-0.60,0.20,84
POS,0.35,-0.61,0.18,84
POS,0.36,-0.59,0.23,82
POS,0.32,-0.58,0.26,85
POS,0.30,-0.58,0.23,83
POS,0.31,-0.57,0.27,84
POS,0.34,-0.58,0.24,82
POS,0.34,-0.59,0.22,82
POS,0.36,-0.58,0.25,84
POS,0.35,-0.59,0.23,83
POS,0.34,-0.60,0.21,82
POS,0.35,-0.61,0.19,84
POS,0.34,-0.62,0.20,84
POS,0.35,-0.62,0.16,82
POS,0.38,-0.63,0.10,83
POS,0.38,-0.62,0.10,81
POS,0.38,-0.63,0.10,83
POS,0.38,-0.61,0.16,83
POS,0.38,-0.61,0.13,81
POS,0.37,-0.61,0.13,82
POS,0.37,-0.61,0.08,82
POS,0.35,-0.62,0.09,83
POS,0.37,-0.62,0.08,82
POS,0.37,-0.62,0.09,83
POS,0.49,-0.62,0.08,91
POS,0.48,-0.61,0.05,79
POS,0.50,-0.62,0.07,84
POS,0.45,-0.62,0.06,82
POS,0.45,-0.61,0.11,83
POS,0.45,-0.62,0.13,84
POS,0.45,-0.61,0.09,81
POS,0.44,-0.59,0.14,81
POS,0.43,-0.60,0.10,81
POS,0.41,-0.59,0.10,79
POS,0.41,-0.59,0.06,81
POS,0.40,-0.59,0.11,81
POS,0.41,-0.59,0.09,81
POS,0.41,-0.58,0.13,82
POS,0.39,-0.59,0.13,82
POS,0.36,-0.61,0.13,84
POS,0.40,-0.58,0.19,82
POS,0.40,-0.58,0.13,80
POS,0.39,-0.57,0.16,79
POS,0.39,-0.59,0.17,84
POS,0.39,-0.60,0.19,85
POS,0.38,-0.61,0.11,84
POS,0.37,-0.61,0.10,83
POS,0.38,-0.62,0.11,83
POS,0.38,-0.60,0.17,83
POS,0.36,-0.60,0.15,82
POS,0.37,-0.60,0.17,82
POS,0.38,-0.60,0.20,84
POS,0.38,-0.60,0.20,82
POS,0.37,-0.62,0.19,85
POS,0.38,-0.63,0.20,85
POS,0.38,-0.63,0.17,82
POS,0.40,-0.63,0.17,83
POS,0.37,-0.63,0.12,82
POS,0.38,-0.61,0.16,82
POS,0.36,-0.61,0.15,83
POS,0.37,-0.61,0.13,81
POS,0.36,-0.61,0.12,83
POS,0.37,-0.60,0.15,81
POS,0.35,-0.60,0.19,85
POS,0.35,-0.61,0.16,82
POS,0.36,-0.60,0.20,83
POS,0.33,-0.61,0.15,83
POS,0.31,-0.62,0.15,85
POS,0.30,-0.63,0.11,84
POS,0.32,-0.62,0.14,82
POS,0.34,-0.61,0.16,82
POS,0.34,-0.59,0.20,82
POS,0.33,-0.60,0.13,83
POS,0.33,-0.61,0.12,83
POS,0.34,-0.61,0.12,82
POS,0.35,-0.62,0.11,83
POS,0.43,-0.60,0.14,86
POS,0.41,-0.61,0.09,83
POS,0.41,-0.60,0.12,81
POS,0.42,-0.60,0.14,81
POS,0.41,-0.58,0.18,81
POS,0.43,-0.58,0.09,83
POS,0.44,-0.56,0.14,81
POS,0.43,-0.58,0.10,81
POS,0.42,-0.58,0.13,82
POS,0.41,-0.57,0.16,80
POS,0.42,-0.59,0.14,84
POS,0.41,-0.59,0.15,81
POS,0.43,-0.60,0.12,82
POS,0.42,-0.60,0.08,80
POS,0.42,-0.59,0.11,81
POS,0.44,-0.60,0.12,83
POS,0.40,-0.59,0.11,80
POS,0.40,-0.59,0.10,80
POS,0.41,-0.59,0.13,82
POS,0.43,-0.59,0.12,82
POS,0.44,-0.60,0.15,84
POS,0.44,-0.61,0.11,82
POS,0.46,-0.61,0.12,82
POS,0.48,-0.61,0.10,83
POS,0.45,-0.61,0.07,82
POS,0.44,-0.62,0.08,83
POS,0.42,-0.62,0.07,81
POS,0.42,-0.61,0.07,81
POS,0.42,-0.59,0.13,80
POS,0.40,-0.59,0.13,82
POS,0.44,-0.60,0.13,84
POS,0.44,-0.60,0.12,81
POS,0.45,-0.60,0.15,83
POS,0.47,-0.60,0.15,83
POS,0.44,-0.60,0.10,80
POS,0.42,-0.61,0.08,82
POS,0.41,-0.62,0.07,83
POS,0.39,-0.62,0.08,81
POS,0.38,-0.62,0.06,82
POS,0.40,-0.61,0.03,80
POS,0.38,-0.60,0.06,81
POS,0.39,-0.61,0.04,82
POS,0.37,-0.61,0.08,83
POS,0.38,-0.61,0.07,82
POS,0.39,-0.61,0.11,84
POS,0.42,-0.61,0.14,83
POS,0.43,-0.61,0.12,81
POS,0.41,-0.60,0.15,81
POS,0.44,-0.60,0.14,82
POS,0.47,-0.60,0.13,84
POS,0.42,-0.60,0.11,82
POS,0.41,-0.60,0.08,81
POS,0.41,-0.61,0.09,83
POS,0.40,-0.61,0.07,81
POS,0.39,-0.62,0.07,84
POS,0.38,-0.62,0.07,82
POS,0.38,-0.62,0.08,81
POS,0.40,-0.63,0.09,84
POS,0.40,-0.62,0.05,81
POS,0.40,-0.62,0.04,81
POS,0.39,-0.61,0.09,83
POS,0.38,-0.62,0.11,84
POS,0.35,-0.62,0.08,83
POS,0.34,-0.63,0.07,93
POS,0.32,-0.60,0.14,83
POS,0.35,-0.62,0.11,84
POS,0.37,-0.60,0.17,82
POS,0.35,-0.60,0.16,82
POS,0.36,-0.60,0.16,82
POS,0.35,-0.61,0.13,83
POS,0.33,-0.62,0.13,84
POS,0.35,-0.61,0.15,81
POS,0.34,-0.59,0.18,82
POS,0.35,-0.59,0.21,83
POS,0.36,-0.59,0.21,82
POS,0.35,-0.59,0.21,83
POS,0.36,-0.60,0.19,82
POS,0.35,-0.60,0.20,83
POS,0.33,-0.60,0.23,85
POS,0.32,-0.60,0.24,83
POS,0.36,-0.60,0.22,83
POS,0.37,-0.60,0.20,82
POS,0.37,-0.60,0.20,82
POS,0.36,-0.60,0.22,83
POS,0.39,-0.61,0.18,83
POS,0.39,-0.61,0.18,83
POS,0.40,-0.61,0.18,82
POS,0.38,-0.62,0.16,84
POS,0.36,-0.62,0.17,84
POS,0.37,-0.60,0.22,84
POS,0.38,-0.62,0.20,84
POS,0.39,-0.63,0.15,84
POS,0.37,-0.63,0.19,85
POS,0.38,-0.63,0.20,84
POS,0.39,-0.63,0.18,82
POS,0.40,-0.62,0.19,83
POS,0.36,-0.59,0.25,84
POS,0.37,-0.60,0.18,82
POS,0.35,-0.61,0.14,83
POS,0.36,-0.61,0.17,83
POS,0.37,-0.61,0.19,85
POS,0.36,-0.62,0.14,83
POS,0.36,-0.62,0.11,81
POS,0.37,-0.61,0.14,82
POS,0.41,-0.61,0.14,83
POS,0.43,-0.61,0.17,83
POS,0.41,-0.61,0.14,82
POS,0.41,-0.61,0.11,81
POS,0.40,-0.59,0.15,82
POS,0.37,-0.58,0.19,81
POS,0.39,-0.59,0.21,84
POS,0.38,-0.60,0.19,82
POS,0.37,-0.60,0.15,81
POS,0.37,-0.59,0.19,83
POS,0.35,-0.58,0.19,82
POS,0.33,-0.60,0.14,84
POS,0.35,-0.61,0.15,83
POS,0.31,-0.61,0.14,84
POS,0.35,-0.62,0.14,84
POS,0.34,-0.62,0.14,84
POS,0.34,-0.61,0.17,82
POS,0.33,-0.62,0.14,83
POS,0.35,-0.61,0.18,83
POS,0.33,-0.61,0.19,84
POS,0.33,-0.60,0.12,81
POS,0.30,-0.61,0.11,84
POS,0.31,-0.62,0.11,83
POS,0.26,-0.61,0.13,86
POS,0.31,-0.61,0.13,83
POS,0.32,-0.62,0.14,83
POS,0.34,-0.62,0.16,83
POS,0.34,-0.62,0.16,83
POS,0.33,-0.59,0.22,83
POS,0.34,-0.60,0.16,83
POS,0.34,-0.61,0.16,84
POS,0.34,-0.61,0.13,82
POS,0.32,-0.61,0.16,83
POS,0.34,-0.61,0.13,82
POS,0.36,-0.61,0.16,82
POS,0.37,-0.61,0.15,82
POS,0.39,-0.61,0.14,82
POS,0.41,-0.60,0.16,81
POS,0.46,-0.61,0.14,86
POS,0.49,-0.60,0.20,86
POS,0.49,-0.60,0.19,82
POS,0.46,-0.60,0.18,81
POS,0.43,-0.60,0.14,81
POS,0.41,-0.59,0.18,84
POS,0.43,-0.59,0.18,82
POS,0.42,-0.60,0.16,81
POS,0.41,-0.61,0.13,84
POS,0.45,-0.61,0.15,84
POS,0.43,-0.62,0.09,83
POS,0.40,-0.61,0.11,82
POS,0.40,-0.62,0.08,83
POS,0.40,-0.61,0.12,82
POS,0.41,-0.61,0.08,81
POS,0.37,-0.60,0.11,83
POS,0.38,-0.61,0.11,82
POS,0.36,-0.61,0.14,83
POS,0.37,-0.61,0.16,82
POS,0.33,-0.61,0.13,84
POS,0.33,-0.61,0.07,83
POS,0.35,-0.62,0.09,83
POS,0.38,-0.61,0.14,83
POS,0.38,-0.61,0.12,82
POS,0.38,-0.62,0.10,82
